,tweet,sarcasm,sentiment,dialect
9862,اذ قالت امرات عمران رب اني نذرت لك بطني محررا فتقبل مني انك انت السميع العليم ال عمران ريالمدريد,False,NEU,msa
9863,مافهش يا نصي ميسي هوه لارجنتين عليا طلاق كلهم نجوم لابيض,False,NEG,egypt
9864,الله يسامحو يطول زيارتو شويمعركهالوعيحروبالعصاباتسوريا,True,NEG,levant
9865,ايدي ريدماين يخترق عالم هاري بوتر تريلار,False,NEU,msa
9866,محمود رفعت قرار السعوديه امدادات مصر بالمساعدات البتروليه يءكد خسرت رهانها السيسي,False,NEG,egypt
9867,تتشرف باريغاليري بدعوتكم لحضور ومقابله نجويمحمد خبيرهالتجميل نقطه بيع مستحضرات تجميل غوتشي,False,NEU,msa
9868,المرصدالايرانيحقوقوحريات ايران تعدم مواطنا العام السابقترجمه خاصه,False,NEG,msa
9869,جوش ايرنست العراق دوله سياده وهذه اراضي سياده والتحالف داعش يعمل بدعوه منهم وسنواصل العمل بالتنسيق ال,False,NEU,msa
9870,روسيا تهدد باحداث تغييرات مزلزله الشرق الاوسط هاجمت امريكا بشار الاسد قالت المتحدثه وزاره الخا,False,NEU,msa
9871,ياريت خالد سمع قرار ترامب بنقل السفاره جري معبر رفح ليواجه المشكله دي بصباعه والا حماس عنده اغلي القدس,True,NEG,egypt
9872,بوكيمون,False,NEU,egypt
9873,يا ورده يا ورده هدول القواعد للاصدقاء مو للاعداء اصدقاءهم اعداءك مشكلتهم,False,NEG,msa
9874,اش الاصرار هيلاري كلنتون تفوز,False,NEU,gulf
9875,الجزار الفاشل يحضر سكينه لكي يذبح كباش الفداء يكتشف المشكله اعمق فشل الاشخاص فهي مشكله فشل سياسات,True,NEG,msa
9876,ابل تكسب معركه قضاءيه سامسونغ اسالاكثر,False,NEU,msa
9877,اقسمت ابكي حينما نفترق اترك يديك ببطء ارسم ابتسامه ملءها الامل انا اعاقب نتيجه حنثي لقسمي نكثي لاملي زهزهيات,True,NEG,msa
9878,اوعيتنسي انو احسن هدفين لعام وبكل صدق تسجيلهم بالدوري الاردني,False,POS,egypt
9879,الشيخ عبدالعزيز الطريفي عبدالفتاح السيسي ظالم مجرم مستبدانقلابه يكن سياسيا طرفينبل حرب الاسلام,True,NEG,msa
9880,وهءلاءما فيسبوك وتويترولم يتحدثواعن اليمن بكلمه واحده وجالسين يغمزون ويلمزون بمن يحرراليمن اتحداك تنكر,False,NEG,levant
9881, باسيل لبنان بدا بالخروج نفق مظلم,False,POS,msa
9882,قرار كويس وهايل مستنيينه زمانلكن السادهالمحترمون,False,POS,egypt
9883,سيبك انت بس السيسي راعبهم انتخبواالبرص,True,NEG,egypt
9884,كلينتون انا صارت رءيسه فاسياسه اوباما سياستها وترامب بوش الافضل مانتعب انفسنا بمتابعتهم كلهم اعداء للامه الاسلاميه نسال الله يكفينيهم,False,NEG,msa
9885,ازهي عصور اللخفنه,True,NEG,egypt
9886,صور ١٦١٢١٩ جويو تحديث فيسبوك كاحد ١٠٠ وجه جمالا لعام ٢٠١٧ والنتيجه ٢٧,False,NEU,msa
9887,بالفيديو رءيس مهرجانالقاهرهالسينماءي اعرف حضرت سماالمصري,False,NEU,msa
9888,امارات الندامه تفرض شروطها لاستمرار دعم الانقلاب سنه اكبر امنيه بدوي منهم يزور مصر منك لله يا سيسي,False,NEG,msa
9889,عطر فلورا غوتشي ١٩٦٦ عطر عبير الازهار تجمع الاناقه والانوثه,False,NEU,msa
9890,٣ المقابل يحرض الجماعات الارتباط تركيا الناتو قادت يوما اشرس حرب صليبيهالشام,False,NEU,msa
9891, بروبرتي نيوز زعيمه اليمين الفرنسي المتطرف تشيد بنتيجه استفتاء ايطاليا,False,NEU,msa
9892,دونالد ترامب يمثل دونالد ترامب الحقيقي عقلانيون,False,NEU,egypt
9893,امراه تصنع الحب والايثار والاهتمام والعطف والحنان مءهله تصبح ام مثاليه حتي مارلين مونرو فيفيعبدهالامالمثاليه,False,POS,msa
9894,ضحايا عنف الاخوان المسلمين المءيد للفريق السيسي السادهالمحترمون,False,NEG,msa
9895,حكومهلبنان العبره بالعمل لمصلحه الشعب اللبناني مش لمصلحتن الشخصيه,False,NEU,levant
9896,جبرانتويني اغتيلت الصحافهاللبنانيه,False,NEU,msa
9897,ميدل ايست اونلاينموسكو طهران تستقطبان تركيا الغاضبه الدعم الامريكي الاكراد,False,NEU,msa
9898,ترامب ايران تدعم الاسد بالاموال افرج اوباما,False,NEU,egypt
9899,عبدالله السلمان مال الخطر معاهم يخرج احسن منك ارحل انت الاخر,False,NEG,levant
9900,الخبر الاجهزه الامنيه تحاصر الناءبه نجاه ابو بكر داخل التشريعي ومصير مجهول لزكارنه الوضع طلعتريحتكم انتفاضهالمعلم,True,NEG,msa
9901,اهم واكثر المقالات حياديه مواد الدستور الملغمه تخن ربك وبلدك واهلك ونفسك واعرف صوتك هيودينا كلمنا فين,False,NEU,egypt
9902,ضبط حشيش لاجءين سوريين بالمفرق شاهد التفاصيل,False,NEG,msa
9903,اردوغان طريقه التفوق انقلاب اوفرين سنه ١٩٨٠بعدد المقبوض عليهم المحاكمات,False,NEG,msa
9904,للبيع بوكيمون,False,NEU,msa
9905,صالحذياببببالمطيريعود نفسك التجاهل يقال يستحق الرد,False,NEG,msa
9906,وعد قراءه جريمه الاختفاءالقسري التشريع البحريني البحرين تونس الكويت لبنان,False,NEU,msa
9907,لاول مره حياتي بشعر بعدم الرغبه بمشاهده هاري بوتر لاخرو,False,NEG,msa
9908,تستاهل الحب واغانيها حلوه بس بيونسيه,False,POS,egypt
9909,توفيق عكاشه مش للعرص ليه انتخبواالعرص,True,NEG,egypt
9910,المعارضه تسترجع مواقع حلب وروسيا تثبت «قاعده عسكريه داءمه» طرطوس,False,NEU,msa
9911,عراف ممانع يتنبا بانتصار بشارالاسد وعوده جيشه لبنان سوريا,False,NEU,msa
9912,حماس تختطف ابا ذر المقدسي شارع النصر غرب مدينه غزه المقدسي قاده التيار الجهادي بيت المقدس مطلوب لاسراءيل,False,NEG,msa
9913,صراع مرتقب برشلونه ويوفنتوس,False,NEU,msa
9914, البديل لخدمه غوغل المنتهيه,False,NEU,msa
9915,معلومهكان صوم عاشوراء واجبا الابتداء يفرض رمضان فلما فرض رمضان فمن شاء صام عاشوراء شاء,False,NEU,msa
9916,احببت فيك الضني الناطق المعبر الانسانيه كلها قلب رجل مصطفيمحمود ضي,False,POS,msa
9917,اجمل ذكريات الطفوله انك تنام مكان المنزل وتستيقظ وانت سريرك رب ارحمهما ربياني صغيرا,False,POS,egypt
9918,هلتعلم حلب قادت مدن الشام ضدالدوله العبيديه الرافضيه اليهوديه جردت الجيوش لاحتلال الشام نصف قرنستبقيحلب,False,NEU,msa
9919,اقبال المصريين التصويت الانتخابات ضمانه لبرلمان يعبر الشعب وانتخاب ممثلين لشباب الثوره ضمانه لبرلمان يستكمل مهام ثورتنا,False,POS,msa
9920,شنو فصيله دمكم انا صراحه فصيله دمي الكويت,False,NEU,gulf
9921,مش معارضتك فلول انتهازيين يا مرسي طمن شعبك بلاش تعمل ودن طين وودن عجين الاخوان حيغرقوك,True,NEG,egypt
9922,وجود الببلاوي الفاشل تزداد معاناه المواطن مصر حادث قطار دهشور,True,NEG,egypt
9923,لوانطلاقا الموارد اللا محدوده العزم والاصراراري اهتم المجلس العسكري بالزباله اهتمامه بالسفاره لتطهرت البلاد يتبع,True,NEG,msa
9924, بعضهم يتحدث ديمقراطيه وتعدديه بينما اخرون يقاضون مبدعين انضمت لقاءمتهم مءخرا رسامه الكاريكتير دعاء العدل,False,NEG,msa
9925,يسعدني المره الوحيده ساظهره رمضان الاستاذ,False,POS,msa
9926,لولانفاق الاعلام الغربي والجذور الافريقيه لكان ثمنه اغلي لاعبي العلم,False,NEU,msa
9927,المتاسلمين الجهال ادعياءالسلفيه الجاميه اخلاق مبادء يتشمتون ويضحكون جثث مجزرهرابعهالعدويه,False,NEG,msa
9928,وبمناسبه الجدار يحيط بالفلسطينيين مخيمعينالحلوه لبنان حاب احكي لسان الضاد لازمه قص فلسطين,False,NEG,levant
9929,شمس الحريه بتنادي يا وطني يا وطني الغالي خنوك انتخبواالعرص ريتويت,True,NEG,egypt
9930,قررت اعيش الهنود الحمر ليله مشويات وطقطقه وسعه صدر مالهم الهم والمشاكل وعلي راسهم ريشه ,False,POS,msa
9931,القران يرفع الناس ويجعلهم الدنيا والاخره اعلي مقام,False,NEU,msa
9932,وهاب عبر تويتر وجود سليم جريصاتي العدل دعم الرءيس عون يسمح بتنظيف القضاءوهاب لبنان اللواء,False,NEU,msa
