token,frequency,token_preprocessed
حليله,1,حليله
العونان,1,العونان
صبورا,1,صبورا
الخطوبوإن,1,الخطوبوإن
تبآلي,1,تبآلي
حظنا,1,حظنا
المطيريأهمال,1,المطيريأهمال
JmI,1,JmI
M438FO,1,M438FO
كاننن,1,كاننن
ماكاننننن,1,ماكاننننن
يوماا,1,يوماا
سيتركونني,1,سيتركونني
بسهوله,1,بسهوله
وضضيعع,1,وضضيعع
بالشهر,1,بالشهر
وعيلتك,1,وعيلتك
لتعيشوا,1,لتعيشوا
الإباحي,1,الإباحي
لحجبوا,1,لحجبوا
دانسرز,2,دانسرز
أندستري,1,أندستري
لشلبي,1,لشلبي
شلبوكا,1,شلبوكا
تعجبهم,1,تعجبهم
مساوئك,1,مساوئك
وتركوك,1,وتركوك
عبادا,1,عبادا
يحبهمفإذا,1,يحبهمفإذا
ابتعادهم,1,ابتعادهم
عنهجذبهم,1,عنهجذبهم
بحبال,1,بحبال
عابر,1,عابر
للقارات,1,للقارات
هايم,1,هايم
تتحراه,1,تتحراه
الزعران,1,الزعران
والكسلانين,1,والكسلانين
والارادة,1,والارادة
ليشتغل,1,ليشتغل
بقصة,1,بقصة
سنخضعكم,2,سنخضعكم
وانننننوفكم,1,وانننننوفكم
راغممممممه,1,راغممممممه
goG,1,goG
بالذهبية,1,بالذهبية
للوهلة,1,للوهلة
لأصنفها,1,لأصنفها
ماودي,2,ماودي
هالاسبوع,1,هالاسبوع
لدرجات,1,لدرجات
الاوفر,1,الاوفر
اخرك,1,اخرك
باحترامها,1,باحترامها
بيتعرف,1,بيتعرف
المكرونة,1,المكرونة
أووووومااااااااااال,1,أووووومااااااااااال
هيحدفني,1,هيحدفني
بالتابليت,1,بالتابليت
ابراهموفيتش,1,ابراهموفيتش
فشخة,1,فشخة
سعدالخثلان,1,سعدالخثلان
فبعدفتواه,1,فبعدفتواه
بالفلشرعندرؤيةساهروأنهامن,1,بالفلشرعندرؤيةساهروأنهامن
البروالتقوى,1,البروالتقوى
قديدرج,1,قديدرج
معطلي,1,معطلي
مراتو,1,مراتو
فاكله,1,فاكله
تقصى,3,تقصى
سيتى,1,سيتى
موساتي,1,موساتي
مرادي,1,مرادي
فلوسو,1,فلوسو
قلوسنا,1,قلوسنا
شبعان,1,شبعان
خاصنا,1,خاصنا
الحريرة,1,الحريرة
وفضلنا,1,وفضلنا
طايرين,1,طايرين
وسبوبجية,1,وسبوبجية
الغلطة,1,الغلطة
حلمنا,1,حلمنا
مقوار,1,مقوار
تقوري,1,تقوري
وتعملي,1,وتعملي
باللحمة,1,باللحمة
للمفرومة,1,للمفرومة
بياعين,2,بياعين
ضحكوني,1,ضحكوني
ملوعين,1,ملوعين
جبد,2,جبد
ولاعنين,1,ولاعنين
بالضرايب,1,بالضرايب
المعيشه,1,المعيشه
المتدنيه,1,المتدنيه
بالجدار,1,بالجدار
قلدك,1,قلدك
ومناسبات,1,ومناسبات
انكسر,1,انكسر
اردوجان,1,اردوجان
اجداده,1,اجداده
فوقفنا,1,فوقفنا
متفرجين,1,متفرجين
OK10,1,OK10
WWنمشي,1,WWنمشي
XDماماز,1,XDماماز
M14Lh,1,M14Lh
تصيري,1,تصيري
نجمه,1,نجمه
سطحيتها,1,سطحيتها
فكرها,1,فكرها
احلامها,1,احلامها
فينس,1,فينس
نومه,1,نومه
يستقصدني,1,يستقصدني
بالويك,1,بالويك
ومهتم,1,ومهتم
المدريديون,1,المدريديون
Clasico,1,Clasico
barca,1,barca
ماركيث,1,ماركيث
اسن,1,اسن
وخورخى,1,وخورخى
لورينزو,1,لورينزو
الترقوة,1,الترقوة
بجراحه,2,بجراحه
وتدبيس,1,وتدبيس
وانهى,1,وانهى
تنهكني,1,تنهكني
وكأنني,1,وكأنني
Ikhwan,1,Ikhwan
copied,3,copied
اقسموا,1,اقسموا
وعصمان,1,وعصمان
كملتله,1,كملتله
عصمان,1,عصمان
القوازة,1,القوازة
حتتم,2,حتتم
إستوفى,1,إستوفى
وقربه,1,وقربه
تخطططيتتتتتت,1,تخطططيتتتتتت
رقصهممممممممم,1,رقصهممممممممم
هنااااا,1,هنااااا
يونجونننننننن,1,يونجونننننننن
صوتههه,1,صوتههه
معع,1,معع
رقصهههه,1,رقصهههه
سنندبنتليمبمينلنينذنينبمينبنلنيملنبملمنيمبنبيملممبمل,1,سنندبنتليمبمينلنينذنينبمينبنلنيملنبملمنيمبنبيملممبمل
يموتتتتتت,1,يموتتتتتت
كللللل,1,كللللل
يموووووووتتتتت,1,يموووووووتتتتت
مصدومه,1,مصدومه
وربييي,1,وربييي
انجلس,2,انجلس
بمعالم,2,بمعالم
وفيك,1,وفيك
اتحداااا,1,اتحداااا
قيمتك,1,قيمتك
مدعس,1,مدعس
بيطردوك,1,بيطردوك
اخرسسس,1,اخرسسس
عزيزين,1,عزيزين
جاءوا,1,جاءوا
وشاهدوا,1,وشاهدوا
إعجابهم,1,إعجابهم
بتتوقعوا,1,بتتوقعوا
مجتمعات,1,مجتمعات
الأدباء,1,الأدباء
والمفكرين,1,والمفكرين
الفذة,1,الفذة
يموتوا,1,يموتوا
بيكونوا,1,بيكونوا
مهمشين,1,مهمشين
ورأيكم,1,ورأيكم
لجالدونا,1,لجالدونا
بالسيوف,1,بالسيوف
201205,1,201205
مايتعلق,1,مايتعلق
بتايونق,1,بتايونق
Model,1,Model
Awards,1,Awards
إشتم,1,إشتم
هاتدافع,2,هاتدافع
تفريغها,1,تفريغها
بمسرحيات,1,بمسرحيات
ماتبعدك,1,ماتبعدك
نيجى,1,نيجى
يقولولنا,1,يقولولنا
وبريئ,1,وبريئ
يتزعمون,1,يتزعمون
بالمزرعة,1,بالمزرعة
غايبن,1,غايبن
للبطى,1,للبطى
ماقالت,1,ماقالت
ميسو,1,ميسو
أولويه,1,أولويه
الإوسط,1,الإوسط
يحال,2,يحال
الستيني,1,الستيني
انتبهن,1,انتبهن
يابنات,2,يابنات
تطالبوا,1,تطالبوا
ويمقن,1,ويمقن
العاطلات,1,العاطلات
جميلات,1,جميلات
موة,1,موة
المطيريفي,1,المطيريفي
تجيك,1,تجيك
بالعمر,1,بالعمر
تغييرك,1,تغييرك
WHE,1,WHE
فوغاكلوسيت,1,فوغاكلوسيت
QPZ,1,QPZ
ZUJ,1,ZUJ
مازركير,1,مازركير
M70,1,M70
MP125,1,MP125
BUY72,2,BUY72
BJU,1,BJU
CB620,1,CB620
ME480,1,ME480
زيلون,1,زيلون
زليون,2,زليون
Z179,2,Z179
DD,1,DD
296,1,296
47962,1,47962
tell,1,tell
شكراا,1,شكراا
مستانس,1,مستانس
هايكسب,1,هايكسب
اللوزعي,1,اللوزعي
مايتكلم,1,مايتكلم
هاتفرق,1,هاتفرق
وهايكسب,1,وهايكسب
كااااااااااااام,1,كااااااااااااام
جدعااااااان,1,جدعااااااان
أحياءأو,1,أحياءأو
بنضربوا,1,بنضربوا
المحترررفينالحياة,2,المحترررفينالحياة
تجعلها,1,تجعلها
يوقظنا,1,يوقظنا
1Qbea,1,1Qbea
بتوفر,1,بتوفر
تدخين,2,تدخين
بينجلد,1,بينجلد
عمرري,1,عمرري
كيوتييييننن,1,كيوتييييننن
جمعوا,1,جمعوا
شتاتكم,1,شتاتكم
لمتوها,1,لمتوها
الأنفاق,1,الأنفاق
إشتروا,1,إشتروا
وحرروا,1,وحرروا
تشخوا,1,تشخوا
يرددوا,1,يرددوا
سيبوا,1,سيبوا
هاتقدر,1,هاتقدر
شروطي,1,شروطي
اخليها,1,اخليها
كييكرز,1,كييكرز
البطئ,1,البطئ
يمكله,1,يمكله
وملعون,1,وملعون
كبشر,1,كبشر
إذآ,2,إذآ
البوازيك,1,البوازيك
مخبينيها,1,مخبينيها
المخازن,1,المخازن
هنستخدمها,1,هنستخدمها
وفلان,1,وفلان
uqu,1,uqu
اصطلاحا,1,اصطلاحا
يطفو,1,يطفو
يطوفه,1,يطوفه
عرفا,1,عرفا
سيؤلمني,1,سيؤلمني
يزوجون,2,يزوجون
وتبتعد,1,وتبتعد
وستنتج,1,وستنتج
جيلا,1,جيلا
سيئا,1,سيئا
سينتج,1,سينتج
الاستعدادات,1,الاستعدادات
وكفر,1,وكفر
تناك,1,تناك
voxx696,1,voxx696
دىوث,2,دىوث
للمأكولات,2,للمأكولات
البحريةالإسم,1,البحريةالإسم
البحريةالتصنيف,1,البحريةالتصنيف
أفرادالنوع,1,أفرادالنوع
مأكولات,1,مأكولات
بحريةالأسعار,1,بحريةالأسعار
متوسطةالأطفال,1,متوسطةالأطفال
للأطفالالموسيقى,1,للأطفالالموسيقى
موسيقىمواعيد,1,موسيقىمواعيد
صالعنوان,1,صالعنوان
شغارة,1,شغارة
لدنيا,1,لدنيا
نسعدهم,1,نسعدهم
نغلط,1,نغلط
ينسون,1,ينسون
حسناتنا,1,حسناتنا
يذكرون,1,يذكرون
المساوئ,1,المساوئ
الفورمولا,1,الفورمولا
ويصافح,1,ويصافح
ohh,1,ohh
how,1,how
modest,1,modest
him,1,him
RoyalWedding,1,RoyalWedding
lmfao,1,lmfao
ارتيرية,1,ارتيرية
ياكسمي,1,ياكسمي
ياااننيييي,1,ياااننيييي
اااههه,1,اااههه
نمتحن,1,نمتحن
يالمبي,1,يالمبي
بلدفاع,1,بلدفاع
ناتشو,1,ناتشو
وفاران,1,وفاران
وميلتاو,1,وميلتاو
ومودريش,1,ومودريش
ومارسلو,1,ومارسلو
فاسكيزوخلف,1,فاسكيزوخلف
اوديغارد,1,اوديغارد
ورودريغو,1,ورودريغو
التوازن,1,التوازن
والتغطيه,1,والتغطيه
مارسلو,1,مارسلو
وفاسكيز,1,وفاسكيز
دوبني,1,دوبني
مخلصه,1,مخلصه
وعلما,1,وعلما
بيتى,1,بيتى
الكادر,2,الكادر
تسكين,1,تسكين
مازنجر,1,مازنجر
الربحانة,1,الربحانة
دهني,1,دهني
يفرزوا,1,يفرزوا
سترات,1,سترات
وخوذات,1,وخوذات
ووايتات,1,ووايتات
دجاج,3,دجاج
طحينة,2,طحينة
انخنق,1,انخنق
تجنبوا,1,تجنبوا
الشاورما,2,الشاورما
بالدجاج,1,بالدجاج
بالطحينة,1,بالطحينة
الاختناق,1,الاختناق
مارقص,1,مارقص
أديك,1,أديك
هتكلوا,1,هتكلوا
ياعنى,1,ياعنى
ياأأمين,1,ياأأمين
وساخر,1,وساخر
حتزبط,1,حتزبط
لبسها,1,لبسها
مسؤوليتي,2,مسؤوليتي
بتستشهد,1,بتستشهد
حجابا,1,حجابا
رافعه,1,رافعه
بنطلونك,1,بنطلونك
الخلخال,1,الخلخال
ييييججججنننووننن,1,ييييججججنننووننن
رزقهاا,1,رزقهاا
البناتخلونا,1,البناتخلونا
وتعيشك,1,وتعيشك
مايثيرني,1,مايثيرني
حفيظتي,1,حفيظتي
ناصب,1,ناصب
يابه,2,يابه
يفيق,2,يفيق
غيبوبته,1,غيبوبته
يسبح,1,يسبح
بحمده,1,بحمده
خيفته,1,خيفته
تزرعين,1,تزرعين
يتجاهلنا,1,يتجاهلنا
يجرحوننا,1,يجرحوننا
غزال,2,غزال
هلمه,1,هلمه
التعويذه,1,التعويذه
لونهم,1,لونهم
بسوافر,1,بسوافر
الخبزة,1,الخبزة
والزيتونة,1,والزيتونة
عليهو,1,عليهو
الااعدام,1,الااعدام
الشقه,1,الشقه
راجي,1,راجي
ومبارح,1,ومبارح
برائه,1,برائه
المحترررفينالملك,1,المحترررفينالملك
Exlqr,1,Exlqr
بيرثداي,2,بيرثداي
يسألوا,2,يسألوا
القبلة,1,القبلة
تقاسمتها,1,تقاسمتها
تضاعفت,1,تضاعفت
اكرهك,1,اكرهك
حطيتك,1,حطيتك
الاهلمسالخير,1,الاهلمسالخير
السقايين,2,السقايين
قبلا,1,قبلا
محضري,1,محضري
والقديرة,2,والقديرة
بيسوى,2,بيسوى
قديرين,1,قديرين
عمينحط,1,عمينحط
اسمهن,1,اسمهن
حاف,2,حاف
والهامة,1,والهامة
وميرفا,1,وميرفا
ونيكول,1,ونيكول
سابا,1,سابا
اللامعة,1,اللامعة
والقنبلة,1,والقنبلة
واااووو,1,واااووو
جست,1,جست
ياعسى,1,ياعسى
ويجرحني,1,ويجرحني
ردكواخاف,1,ردكواخاف
offense,1,offense
قاللي,1,قاللي
hilarious,1,hilarious
متروس,1,متروس
productsقسيمه,1,productsقسيمه
PAY,1,PAY
si19,1,si19
BUY67,1,BUY67
فوقا,1,فوقا
MFEاناس,1,MFEاناس
MNF,1,MNF
ON22,1,ON22
GG,1,GG
HN,1,HN
739,1,739
MF58,1,MF58
كارديال,1,كارديال
MH83iia,1,MH83iia
الكمال,1,الكمال
يحببني,1,يحببني
يهدره,1,يهدره
ووجوده,1,ووجوده
كعدمه,1,كعدمه
معبرا,1,معبرا
وشوفت,2,وشوفت
مدينتي,1,مدينتي
السيستيم,1,السيستيم
ضونك,1,ضونك
يحمس,1,يحمس
تنظيمهم,1,تنظيمهم
وفاضي,1,وفاضي
المدرسهكانك,1,المدرسهكانك
ماغزيت,1,ماغزيت
SenCalKapimi,1,SenCalKapimi
HandeEr,1,HandeEr
el,3,el
تأديتهم,1,تأديتهم
لمهامه,1,لمهامه
ههههههتهههههههههههههههههههههههههههه,1,ههههههتهههههههههههههههههههههههههههه
ZCGpg,1,ZCGpg
متوهمش,1,متوهمش
لينقذ,1,لينقذ
بيصرح,1,بيصرح
متفهم,1,متفهم
بالمنامة,1,بالمنامة
بدفعهم,1,بدفعهم
ادفعهم,1,ادفعهم
ااااااءء,1,ااااااءء
سوبيننن,1,سوبيننن
سياله,1,سياله
والهرسك,1,والهرسك
القيود,1,القيود
لليبين,1,لليبين
يعنسكم,1,يعنسكم
الشيكولاتة,1,الشيكولاتة
ساندرا,1,ساندرا
بوينتون,1,بوينتون
إستهزاء,4,إستهزاء
تسقيط,2,تسقيط
سايتوتيك,2,سايتوتيك
أجهاض,2,أجهاض
الاجهاض,2,الاجهاض
للاجهاض,2,للاجهاض
الجنين,4,الجنين
نبيهم,1,نبيهم
نممل,1,نممل
كقطيع,1,كقطيع
إلغاءها,1,إلغاءها
أحزنني,1,أحزنني
أولائك,1,أولائك
تجمهروا,1,تجمهروا
بثيابهم,1,بثيابهم
وأشمغتهم,1,وأشمغتهم
مقرالمنتخب,1,مقرالمنتخب
تصوروا,1,تصوروا
مبسوطه,2,مبسوطه
زقت,1,زقت
ههههههههههههههههههههههههههههههههههههههههههه,1,ههههههههههههههههههههههههههههههههههههههههههه
بوتقته,1,بوتقته
اقعدي,1,اقعدي
انثبري,1,انثبري
واااي,1,واااي
رومانسي,1,رومانسي
يغار,1,يغار
حيوانه,1,حيوانه
Lol,1,Lol
أعتب,1,أعتب
وندوة,1,وندوة
ويدندن,1,ويدندن
المظلوميةوما,1,المظلوميةوما
يتطرق,1,يتطرق
لهموم,1,لهموم
الكويتيينفهذه,1,الكويتيينفهذه
بضاعته,2,بضاعته
وماعنده,1,وماعنده
غيرهاولكن,1,غيرهاولكن
عتبي,1,عتبي
ويبيعون,1,ويبيعون
سأقاطع,1,سأقاطع
نهائيآ,1,نهائيآ
وهامسح,1,وهامسح
أساسآ,1,أساسآ
أراعي,1,أراعي
مقزز,2,مقزز
منورين,2,منورين
هههههههههههههههههههههههههههههههههههههههههه,1,هههههههههههههههههههههههههههههههههههههههههه
الدلمانيالحضور,1,الدلمانيالحضور
همتكمياريت,1,همتكمياريت
ماتنفعناعد,1,ماتنفعناعد
رجالك,1,رجالك
وأرد,1,وأرد
عنزه,1,عنزه
اتحمل,1,اتحمل
متحملينا,1,متحملينا
لاتكتب,1,لاتكتب
لاتؤمن,1,لاتؤمن
لايطبقه,1,لايطبقه
الفعليه,1,الفعليه
فهجوم,1,فهجوم
نطرد,1,نطرد
ممتعآ,1,ممتعآ
نوعآ,1,نوعآ
بتجنيد,1,بتجنيد
وسلبهم,1,وسلبهم
ابدااعية,1,ابدااعية
يقابلهاا,1,يقابلهاا
وثانيها,1,وثانيها
انقاص,1,انقاص
وثالثها,1,وثالثها
هانزورها,1,هانزورها
بيهددونا,1,بيهددونا
يحرروها,1,يحرروها
أوعدك,1,أوعدك
هاكون,1,هاكون
تحرروها,1,تحرروها
وسيب,1,وسيب
هالولد,1,هالولد
البصممممانالملك,1,البصممممانالملك
Y5tv9,1,Y5tv9
تيهيونق,1,تيهيونق
الغناييه,1,الغناييه
اهنيكم,1,اهنيكم
الكآبة,1,الكآبة
