Unnamed: 0,Arabic Term,Positive Count,Negative Count,Buckwalter index,Sentiment Score
80946,انتخابات _ هيئة _ المهندسين,7,0,AntxAbAt_hy}p_Almhndsyn,0.733
80947,انهار,35,4,{nhAr,0.628
80948,والمشكه,6,0,wAlm$kh,0.6
80949,photos,6,1,photos,-0.09300000000000001
80950,شموخ,95,5,$mwx,1.4269999999999998
80951,شاذ,8,29,$A*,-2.55
80952,نسوي,11,6,nswy,-0.807
80953,food,18,1,food,0.905
80954,تغرد,7,4,tgrd,-0.8759999999999999
80955,تفضل,51,4,tfDl,0.996
80956,سلوم,64,5,slwm,1.037
80957,قاموس,51,1,qAmws,1.912
80958,جبس,5,0,jbs,0.446
80959,فولومي,72,15,fwlwmy,0.172
80960,ساقة,5,0,sAqp,0.446
80961,طاريه,38,9,TAryh,0.015
80962,damascus,5,21,damascus,-2.645
80963,mall,12,0,mall,1.219
80964,وسواس,5,0,wswAs,0.446
80965,اوشا,6,0,Aw$A,0.6
80966,شائع,91,5,$A}E,1.3840000000000001
80967,اغتنم,26,3,{gtnm,0.564
80968,تعرض,97,47,tErD,-0.632
80969,تصدق,29,6,tSdq,0.109
80970,امرؤ,13,8,AmrW,-0.904
80971,قبل,2050,447,qbl,0.175
80972,مخي,4,8,mxy,-1.9340000000000002
80973,متاكد,46,20,mtAkd,-0.54
80974,صياغة,20,6,SyAgp,-0.247
80975,االجمعة,5,0,{AljmEp,0.446
80976,فنون _ الضيافه _ والتقديم,10,0,fnwn_AlDyAfh_wAltqdym,1.052
80977,plan,16,1,plan,0.794
80978,وياها,4,7,wyAhA,-1.8159999999999998
80979,بحرالشيلات,14,0,bHrAl$ylAt,1.3619999999999999
80980,تاملها _ جيدا,5,0,tAmlhA_jydA,0.446
80981,باجه,5,3,bAjh,-0.94
80982,تفعيل,17,16,tfEyl,-1.2890000000000001
80983,دافنين,5,0,dAfnyn,0.446
80984,متالق,132,4,mtAlq,1.935
80985,حامدية,24,0,HAmdyp,1.8730000000000002
80986,نجد,12,4,njd,-0.39
80987,والخبله,6,0,wAlxblh,0.6
80988,جيد,320,33,jyd,0.899
80989,المريسل,10,17,Almrysl,-1.838
80990,اغاني _ شعبيه,8,2,AgAny_$Ebyh,-0.247
80991,ماعندكم,8,0,mAEndkm,0.851
80992,كلك,50,4,klk,0.976
80993,ماكذبت,6,0,mAk*bt,0.6
80994,; ;,36,11,;;,-0.22
80995,نقطة _ ع _ السطر,7,0,nqTp_E_AlsTr,0.733
80996,اتلتيكو,5,7,Atltykw,-1.6340000000000001
80997,بشوت,6,0,b$wt,0.6
80998,مبلغ,43,38,mblg,-1.225
80999,عام _ 9,48,0,EAm_9,2.546
81000,واقفيت,12,0,wAqfyt,1.219
81001,طيار,140,44,TyAr,-0.204
81002,9 \ 9 \ 9,11,0,9\9\9,1.139
81003,حايل,156,9,HAyl,1.4080000000000001
81004,long,5,5,long,-1.3459999999999999
81005,اوسع,64,10,AwsE,0.431
81006,قارع,6,2,qArE,-0.499
81007,بيان,255,51,byAn,0.248
81008,زاخر,6,1,zAxr,-0.09300000000000001
81009,كرباباد,5,0,krbAbAd,0.446
81010,ينذكر,11,0,yn*kr,1.139
81011,رجولك,7,2,rjwlk,-0.365
81012,جمهورين,0,9,jmhwryn,-3.6489999999999996
81013,نزار _ فرنسيس,8,0,nzAr_frnsys,0.851
81014,تدور,7,2,tdwr,-0.365
81015,اقلاع,11,2,AqlAE,0.04
81016,خطاط,63,1,xTAT,2.12
81017,شراب,30,7,$rAb,0.009000000000000001
81018,being,5,1,being,-0.247
81019,9s,18,2,9s,0.5
81020,مجاراة,23,0,mjArAp,1.8319999999999999
81021,واجيك,5,2,wAjyk,-0.653
81022,شيك,13,2,$yk,0.19399999999999998
81023,تاسيس,30,3,tAsys,0.7020000000000001
81024,بوكسات,8,0,bwksAt,0.851
81025,مفرج,38,0,mfrj,2.318
81026,تجاوز,138,43,tjAwz,-0.196
81027,مساااكم,10,4,msAAAkm,-0.557
81028,تعزيز,22,7,tEzyz,-0.29
81029,نور _ الزين,7,0,nwr_Alzyn,0.733
81030,( قالوا,26,0,(qAlwA,1.95
81031,صعوبة,98,16,SEwbp,0.41600000000000004
81032,بنك _ الجزيرة,56,0,bnk_Aljzyrp,2.697
81033,حمص,138,74,HmS,-0.7290000000000001
81034,معتمد,18,5,mEtmd,-0.193
81035,دراج,17,2,drAj,0.446
81036,ادعم,21,0,{dEm,1.745
81037,زن,20,12,zn,-0.866
81038,مبدئي,11,3,mbd}y,-0.247
81039,مستغرب,16,7,mstgrb,-0.5920000000000001
81040,فين,110,69,fyn,-0.885
81041,كتم,74,9,ktm,0.669
81042,خباري,12,4,xbAry,-0.39
81043,موم,3,6,mwm,-1.906
81044,فوح,11,0,fwH,1.139
81045,رئاسة,50,27,r}Asp,-0.746
81046,today ' s,22,58,today's,-2.2880000000000003
81047,ظاهر,66,19,ZAhr,-0.13699999999999998
81048,محايد,2,7,mHAyd,-2.327
81049,بتاخد,2,15,btAxd,-3.02
81050,سهوم,5,0,shwm,0.446
81051,المقدادية,8,0,AlmqdAdyp,0.851
81052,وعقبال,42,2,wEqbAl,1.317
81053,ربا,41,9,rbA,0.08900000000000001
81054,قط,262,60,qT,0.115
81055,مخطوف,4,12,mxTwf,-2.301
81056,جيمس ),9,0,jyms),0.9570000000000001
81057,طابة,5,0,TAbp,0.446
81058,حسن,745,79,Hsn,0.887
81059,football,5,0,football,0.446
81060,جديد _ شيلات 9,26,0,jdyd_$ylAt9,1.95
81061,بيتزا,25,4,bytzA,0.303
81062,همس,189,18,hms,0.9570000000000001
81063,والايباد,5,1,wAlAybAd,-0.247
81064,rotana,8,0,rotana,0.851
81065,استخفاف,2,12,{stxfAf,-2.812
81066,ترمذي,5,0,trm*y,0.446
81067,الحبابي,215,0,AlHbAby,4.029
81068,احبه _ كلش,5,0,AHbh_kl$,0.446
81069,اناقه _ سيده,5,0,AnAqh_sydh,0.446
81070,مغنطيس,7,1,mgnTys,0.04
81071,منعرفش,5,0,mnErf$,0.446
81072,زعل,359,256,zEl,-1.0090000000000001
81073,ف,2717,790,f,-0.11199999999999999
81074,انفق,25,9,Anfq,-0.39
81075,هالكلام,8,9,hAlklAm,-1.4509999999999998
81076,منتسب,7,3,mntsb,-0.653
81077,مهارات _ التخطيط _ الشخصي,28,0,mhArAt_AltxTyT_Al$xSy,2.021
81078,انهيار,38,14,{nhyAr,-0.39
81079,صباح _ الخير _ يا _ مصر,0,11,SbAH_Alxyr_yA_mSr,-3.8310000000000004
81080,( ( ماذا,11,0,((mA*A,1.139
81081,اسباني,42,19,AsbAny,-0.58
81082,بيهم,12,7,byhm,-0.86
81083,اجلال,11,1,AjlAl,0.446
81084,عفريت,19,9,Efryt,-0.653
81085,تملي,13,2,tmly,0.19399999999999998
81086,عيزك,5,0,Eyzk,0.446
81087,بارز,10,3,bArz,-0.33399999999999996
81088,ابصار,29,0,AbSAr,2.055
81089,قنبلة,45,19,qnblp,-0.513
81090,ماكانت,8,4,mAkAnt,-0.758
81091,لزم,31,13,lzm,-0.519
81092,فهيده,6,0,fhydh,0.6
81093,رايان,9,0,rAyAn,0.9570000000000001
81094,سياسي,105,85,syAsy,-1.137
81095,تطرف,7,61,tTrf,-3.3939999999999997
81096,بقري,7,5,bqry,-1.058
81097,سمي,301,100,smy,-0.251
81098,تركب,6,6,trkb,-1.3459999999999999
81099,extremists,1,5,extremists,-2.445
81100,زمني,15,6,zmny,-0.519
81101,فركش,13,0,frk$,1.2930000000000001
81102,اكليل _ ورد,5,0,Aklyl_wrd,0.446
81103,"بالحب ,",5,0,"bAlHb,",0.446
81104,كثيراا,5,0,kvyrAA,0.446
81105,سياسة,85,73,syAsp,-1.196
81106,ابتدينا,18,1,AbtdynA,0.905
81107,الارداف,7,0,AlArdAf,0.733
81108,nowadays,13,2,nowadays,0.19399999999999998
81109,لغز,22,10,lgz,-0.608
81110,تكتم,9,5,tktm,-0.835
81111,b - ),6,0,b-),0.6
81112,عكسي,7,2,Eksy,-0.365
81113,( دير,6,0,(dyr,0.6
81114,فيروز,56,1,fyrwz,2.004
81115,اللهم _ صل _ وسلم _ علي _ نبينا _ محمد,6,0,Allhm_Sl_wslm_Ely_nbynA_mHmd,0.6
81116,هرم,64,31,hrm,-0.637
81117,queen,5,2,queen,-0.653
81118,بلدية,25,32,bldyp,-1.584
81119,المدينة ),8,0,Almdynp),0.851
81120,مرتفع,24,7,mrtfE,-0.207
81121,اثيث,6,0,Avyv,0.6
81122,جائزة _ الاصرار,47,0,jA}zp_AlASrAr,2.525
81123,ظني,7,0,Zny,0.733
81124,ناعم,141,32,nAEm,0.113
81125,9kissfmjingleball,5,0,9kissfmjingleball,0.446
81126,وقت,1533,389,wqt,0.024
81127,هيبي,9,4,hyby,-0.653
81128,مطر,749,77,mTr,0.917
81129,نوف,9,2,nwf,-0.142
81130,مملوء,8,0,mmlw',0.851
81131,جبال _ هروب,0,7,jbAl_hrwb,-3.425
81132,فوضي,18,206,fwDy,-3.734
81133,رحاب,17,2,rHAb,0.446
81134,زود,76,18,zwd,0.053
81135,المقيط,8,0,AlmqyT,0.851
81136,بصباحات,7,0,bSbAHAt,0.733
81137,بداية _ جديدة,7,0,bdAyp_jdydp,0.733
81138,الجزوي,34,0,Aljzwy,2.209
81139,عيني,110,12,Eyny,0.799
81140,اجار,23,3,AjAr,0.446
81141,marwan _ khoury,5,0,marwan_khoury,0.446
81142,اسكت,15,1,Askt,0.733
81143,بكير,15,7,bkyr,-0.653
81144,ايهاب _ نجيب,9,0,AyhAb_njyb,0.9570000000000001
81145,نحب,106,14,nHb,0.619
81146,همجية,7,6,hmjyp,-1.212
81147,princess,6,1,princess,-0.09300000000000001
81148,"غاب ,",5,0,"gAb,",0.446
81149,شعيب,8,2,$Eyb,-0.247
81150,خليجنا _ واحد,5,2,xlyjnA_wAHd,-0.653
81151,حرر,11,8,Hrr,-1.058
81152,توصيف,8,7,twSyf,-1.228
81153,لستا _ بلاك _ بيري,6,0,lstA_blAk_byry,0.6
81154,old,5,0,old,0.446
81155,ايليا,5,0,AylyA,0.446
81156,انحصر,12,0,{nHSr,1.219
81157,الابصار ),11,1,AlAbSAr),0.446
81158,ذئب,37,13,*}b,-0.34700000000000003
81159,حطين,13,4,HTyn,-0.316
81160,مرسيدس,7,5,mrsyds,-1.058
81161,جامح,7,0,jAmH,0.733
81162,وضعي,8,9,wDEy,-1.4509999999999998
81163,يوم,6628,1590,ywm,0.081
81164,حوت,13,6,Hwt,-0.653
81165,قدر,1343,235,qdr,0.39399999999999996
81166,اسند,6,3,Asnd,-0.7859999999999999
81167,هستره,35,3,hstrh,0.851
81168,مساعد _ الزهراني,6,0,msAEd_AlzhrAny,0.6
81169,قضاييه,0,5,qDAyyh,-3.138
81170,نوير,5,6,nwyr,-1.5
81171,بريق,43,5,bryq,0.6459999999999999
81172,ازرق,79,16,Azrq,0.203
81173,"الله ,",56,3,"Allh,",1.311
81174,النفق ;,5,0,Alnfq;,0.446
81175,اساس,219,209,AsAs,-1.2990000000000002
81176,مدح,148,43,mdH,-0.126
81177,سلمي _ رشيد,37,0,slmy_r$yd,2.292
81178,سادي _ مصري,0,6,sAdy_mSry,-3.292
81179,انتصار,136,42,{ntSAr,-0.187
81180,في _ كفي _ بحر,5,0,fy_kfy_bHr,0.446
81181,مندي,17,0,mndy,1.544
81182,ورم,12,6,wrm,-0.727
81183,افتتاح _ كلية _ الطب _ في _ الرقة,9,0,AfttAH_klyp_AlTb_fy_Alrqp,0.9570000000000001
81184,"نفسي ,",5,1,"nfsy,",-0.247
81185,ملاق,9,3,mlAq,-0.43
81186,هيخليك,15,0,hyxlyk,1.4269999999999998
81187,ضفدع,7,2,DfdE,-0.365
81188,مدفوع,12,8,mdfwE,-0.978
81189,اباحي,12,5,AbAHy,-0.573
81190,اس,91,30,As,-0.258
81191,فهرس,5,1,fhrs,-0.247
81192,مثيل,39,3,mvyl,0.9570000000000001
81193,يدمرلك _ حياتك,6,0,ydmrlk_HyAtk,0.6
81194,الاول 9,17,0,AlAwl/9,1.544
81195,مزود,11,1,mzwd,0.446
81196,اياام,12,0,AyAAm,1.219
81197,مياد,5,4,myAd,-1.1640000000000001
81198,تايم,86,32,tAym,-0.377
81199,days,23,2,days,0.733
81200,قدي,13,0,qdy,1.2930000000000001
81201,لفتة,6,0,lftp,0.6
81202,! ! . .,11,3,!!..,-0.247
81203,جرؤ,22,4,jrW,0.18
81204,الاكسل,6,0,AlAksl,0.6
81205,اعمي,180,61,AEmy,-0.275
81206,y,91,19,y,0.18
81207,لكمة,6,2,lkmp,-0.499
81208,قراند 9,0,9,qrAnd9,-3.6489999999999996
81209,سحابة,11,4,sHAbp,-0.47
81210,لايك 9 لايك,6,0,lAyk9lAyk,0.6
81211,استثمار,57,17,{stvmAr,-0.17600000000000002
81212,. . .,30167,5330,...,0.387
81213,غيمة,116,3,gymp,2.03
81214,ازال,109,24,AzAl,0.136
81215,مدام,30,10,mdAm,-0.31
81216,يجيني,44,15,yjyny,-0.312
81217,ادني,74,17,Adny,0.081
81218,مراكش,2,9,mrAk$,-2.55
81219,وتر,158,10,wtr,1.325
81220,مربوط,3,10,mrbwT,-2.358
81221,قومي,39,16,qwmy,-0.49
81222,بيموتون,0,5,bymwtwn,-3.138
81223,مرثية,28,2,mrvyp,0.9229999999999999
81224,منظمة,21,29,mnZmp,-1.656
81225,اعتذار,76,29,{Et*Ar,-0.40299999999999997
81226,الغفراني,14,0,AlgfrAny,1.3619999999999999
81227,اضافه _ البن,19,0,ADAfh_Albn,1.65
81228,طوفان,11,7,TwfAn,-0.94
81229,حطب _ ارطي,6,0,HTb_ArTy,0.6
81230,حنين,561,96,Hnyn,0.41100000000000003
81231,روضة _ خريم,11,0,rwDp_xrym,1.139
81232,لها _ فقط,6,0,lhA_fqT,0.6
81233,sad,14,14,sad,-1.3459999999999999
81234,emy,18,3,emy,0.212
81235,سجا,37,7,sjA,0.212
81236,طفي,7,0,Tfy,0.733
81237,يئس,123,3,y}s,2.088
81238,سرق,159,110,srq,-0.98
81239,كرز,6,0,krz,0.6
81240,مطر ?,5,0,mTr?,0.446
81241,mini,7,0,mini,0.733
81242,حشوة,7,3,H$wp,-0.653
81243,زد _ رصيدك 9,139,7,zd_rSydk9,1.516
81244,احقر,5,7,AHqr,-1.6340000000000001
81245,( واتقوا,5,1,(wAtqwA,-0.247
81246,ودق,5,0,wdq,0.446
81247,ري,88,22,ry,0.006999999999999999
81248,تاكل,32,24,tAkl,-1.068
81249,صالح _ ال _ مانعه,7,0,SAlH_Al_mAnEh,0.733
81250,بس _ اقول,93,43,bs_Aqwl,-0.5870000000000001
81251,ادعي,19,3,AdEy,0.263
81252,ياعنود,8,0,yAEnwd,0.851
81253,نيفيز,11,9,nyfyz,-1.1640000000000001
81254,جثة,16,23,jvp,-1.6909999999999998
81255,عصر,243,75,ESr,-0.18
81256,امتلك,195,39,{mtlk,0.243
81257,شمريه,8,3,$mryh,-0.535
81258,ترف,37,20,trf,-0.753
81259,", ء",20,0,",'",1.699
81260,مدش,8,0,md$,0.851
81261,c,20,2,c,0.6
81262,اخدت,9,1,Axdt,0.263
81263,تونس,214,79,twns,-0.35700000000000004
81264,طفشش,1,7,Tf$$,-2.7319999999999998
81265,اسلي,22,9,Asly,-0.513
81266,جزوي,35,0,jzwy,2.238
81267,كابات,6,0,kAbAt,0.6
81268,كوميديان,5,0,kwmydyAn,0.446
81269,سريع,221,32,sryE,0.56
81270,حساب _ يستحق _ المتابعه,187,4,HsAb_ystHq_AlmtAbEh,2.281
81271,ص,59,16,S,-0.085
81272,تفاوض,20,8,tfAwD,-0.499
81273,تهور,6,4,thwr,-1.0090000000000001
81274,بش,5,2,b$,-0.653
81275,بردو,32,8,brdw,-0.047
81276,الدايركت,7,0,AldAyrkt,0.733
81277,التفكير _ الوقائي,5,0,Altfkyr_AlwqA}y,0.446
81278,علوش,35,6,Elw$,0.292
81279,جرير,15,3,jryr,0.04
81280,ؤلا,27,0,WlA,1.986
81281,kiki,7,0,kiki,0.733
81282,حجرة,13,2,Hjrp,0.19399999999999998
81283,اهمال,105,109,AhmAl,-1.383
81284,متقولهاش,0,8,mtqwlhA$,-3.543
81285,ليفركوزن,7,0,lyfrkwzn,0.733
81286,حجي,6,2,Hjy,-0.499
81287,مشرف,57,20,m$rf,-0.33
81288,امنيتك _ في _ 9,7,0,Amnytk_fy_9,0.733
81289,( فاصبر,13,0,(fASbr,1.2930000000000001
81290,كلماتمجري,14,0,klmAtmjry,1.3619999999999999
81291,حكومة,137,168,Hkwmp,-1.5490000000000002
81292,يازهراء,8,2,yAzhrA',-0.247
81293,صباح _ الشوق,10,0,SbAH_Al$wq,1.052
81294,عشاء,69,20,E$A',-0.142
81295,كثير,1297,249,kvyr,0.301
81296,شوكلا,5,0,$wklA,0.446
81297,نور,707,127,nwr,0.364
81298,جمل,19,1,jml,0.9570000000000001
81299,ضريبة,19,6,Drybp,-0.29600000000000004
81300,توعد,10,11,twEd,-1.433
81301,سني,145,36,sny,0.027000000000000003
81302,ياعيون,6,0,yAEywn,0.6
81303,شروق,160,5,$rwq,1.944
81304,os,10,1,os,0.359
81305,ميز _ طموحك,5,0,myz_TmwHk,0.446
81306,استغاثة,6,0,{stgAvp,0.6
81307,فيما,128,19,fymA,0.518
81308,كروي,9,7,krwy,-1.123
81309,شفاتك,6,0,$fAtk,0.6
81310,اتنين,114,19,Atnyn,0.40299999999999997
81311,why,3,8,why,-2.157
81312,غمزة,5,2,gmzp,-0.653
81313,ثقافة,173,66,vqAfp,-0.392
81314,مبروووك,45,0,mbrwwwk,2.483
81315,وشر,8,3,w$r,-0.535
81316,جامعة,290,100,jAmEp,-0.28800000000000003
81317,ووضعو,9,0,wwDEw,0.9570000000000001
81318,هيئة _ مكافحة _ الفساد,0,7,hy}p_mkAfHp_AlfsAd,-3.425
81319,bein,3,6,bein,-1.906
81320,وزن,81,20,wzn,0.016
81321,قذارة,4,40,q*Arp,-3.45
81322,اوجد,5,3,Awjd,-0.94
81323,p _ o _ e,6,0,p_o_e,0.6
81324,يسعدلي,21,2,ysEdly,0.6459999999999999
81325,رنا,5,1,rnA,-0.247
81326,ادعاء,9,20,{dEA',-2.088
81327,دنيا,1854,346,dnyA,0.33
81328,ضغينة,5,1,Dgynp,-0.247
81329,سال,1211,249,sAl,0.233
81330,سند,87,12,snd,0.5660000000000001
81331,السحرة,14,0,AlsHrp,1.3619999999999999
81332,ابرويت,8,0,Abrwyt,0.851
81333,قناه _ فارس _ مهدي,5,0,qnAh_fArs_mhdy,0.446
81334,الدريشه,6,0,Aldry$h,0.6
81335,. ! !,83,33,.!!,-0.441
81336,عول,48,1,Ewl,1.8530000000000002
81337,هود,13,1,hwd,0.6
81338,اوووي,26,19,Awwwy,-1.046
81339,ياعني,5,1,yAEny,-0.247
81340,فراق,339,30,frAq,1.0490000000000002
81341,( ما,19,1,(mA,0.9570000000000001
81342,احاتي,7,0,AHAty,0.733
81343,تزيد,14,9,tzyd,-0.94
81344,ميداس,5,0,mydAs,0.446
81345,( وكذلك,5,7,(wk*lk,-1.6340000000000001
81346,عجز,258,67,Ejz,-0.009000000000000001
81347,هنوز,6,3,hnwz,-0.7859999999999999
81348,دادكاه,0,11,dAdkAh,-3.8310000000000004
81349,ادرج,4,10,Adrj,-2.134
81350,الفرقلس,12,0,Alfrqls,1.219
81351,تمسخر,1,5,tmsxr,-2.445
81352,نطالب _ بتنفيذ _ القصاص,1,5,nTAlb_btnfy*_AlqSAS,-2.445
81353,يستئنف,5,0,yst}nf,0.446
81354,همتتتتتكم,6,0,hmtttttkm,0.6
81355,ببدا,5,2,bbdA,-0.653
81356,ديكتاتور,5,3,dyktAtwr,-0.94
81357,جامعه _ عزوز,13,0,jAmEh_Ezwz,1.2930000000000001
81358,مورد,22,8,mwrd,-0.408
81359,همت,7,2,hmt,-0.365
81360,معل,8,4,mEl,-0.758
81361,لاشفته,6,0,lA$fth,0.6
81362,لعبة,123,43,lEbp,-0.31
81363,ايدج,6,0,Aydj,0.6
81364,خور,46,3,xwr,1.1179999999999999
81365,لاصق,19,0,lASq,1.65
81366,ضروس,1,5,Drws,-2.445
81367,داشر,2,5,dA$r,-2.039
81368,حبيبي _ محمد,8,2,Hbyby_mHmd,-0.247
81369,ابو _ بصير _ الوحيشي,6,0,Abw_bSyr_AlwHy$y,0.6
81370,حوطة,9,0,HwTp,0.9570000000000001
81371,تحسر,10,2,tHsr,-0.047
81372,cr9,10,1,cr9,0.359
81373,عادي,317,166,EAdy,-0.7020000000000001
81374,امرض,19,5,AmrD,-0.142
81375,فاطمة _ الحربي,13,0,fATmp_AlHrby,1.2930000000000001
81376,المبارة,5,5,AlmbArp,-1.3459999999999999
81377,حدث,578,149,Hdv,0.005
81378,مخصص,42,19,mxSS,-0.58
81379,الية,22,7,Alyp,-0.29
81380,مدغم,72,0,mdgm,2.945
81381,اعلئ,6,0,AEl},0.6
81382,بالانستغرام,8,0,bAlAnstgrAm,0.851
81383,متبادل,19,2,mtbAdl,0.551
81384,شفا,33,7,$fA,0.10099999999999999
81385,ايتونز,13,0,Aytwnz,1.2930000000000001
81386,ملكوت,7,0,mlkwt,0.733
81387,ميسور,12,0,myswr,1.219
81388,تعلمن,10,5,tElmn,-0.74
81389,عيميه,42,0,Eymyh,2.415
81390,مكافاة,15,15,mkAfAp,-1.3459999999999999
81391,اهداء,252,16,AhdA',1.354
81392,popular,14,11,popular,-1.123
81393,ثقل,46,5,vql,0.7120000000000001
81394,مطليات,26,0,mTlyAt,1.95
81395,رقتش,18,0,rqt$,1.598
81396,aali,10,0,aali,1.052
81397,جا,28,19,jA,-0.9740000000000001
81398,حد,2139,764,Hd,-0.317
81399,الخزماني,51,0,AlxzmAny,2.605
81400,احب,12792,487,AHb,1.92
81401,"امنةللبوح , ودعه",5,0,"AmnpllbwH,wdEh",0.446
81402,اجندة,6,2,Ajndp,-0.499
81403,عقلك ;,5,0,Eqlk;,0.446
81404,مقابل,166,51,mqAbl,-0.179
81405,alqozanistud,6,0,alqozanistud,0.6
81406,انجاح,12,0,AnjAH,1.219
81407,خالد _ الفيصل,10,10,xAld_AlfySl,-1.3459999999999999
81408,تحية,112,33,tHyp,-0.145
81409,شفاء,149,15,$fA',0.892
81410,نحا,10,2,nHA,-0.047
81411,قادر,216,69,qAdr,-0.215
81412,فلسطيني,82,56,flsTyny,-0.97
81413,العكيربات,15,0,AlEkyrbAt,1.4269999999999998
81414,كتروا,7,0,ktrwA,0.733
81415,اكتروني,9,0,Aktrwny,0.9570000000000001
81416,وبري,31,4,wbry,0.51
81417,مماطلعت,9,0,mmATlEt,0.9570000000000001
81418,شق,89,43,$q,-0.63
81419,قرشي,27,1,qr$y,1.2930000000000001
81420,ولاية _ الجنوب,93,0,wlAyp_Aljnwb,3.197
81421,عقارات _ الرياض,51,0,EqArAt_AlryAD,2.605
81422,موسم,229,105,mwsm,-0.5710000000000001
81423,hotel,15,2,hotel,0.32799999999999996
81424,فولو _ باك,19,0,fwlw_bAk,1.65
81425,زعامة,34,1,zEAmp,1.516
81426,markets,7,4,markets,-0.8759999999999999
81427,شرع,49,28,$rE,-0.8009999999999999
81428,بابل _ نايشن,8,0,bAbl_nAy$n,0.851
81429,استانلس,19,0,AstAnls,1.65
81430,لائم,11,2,lA}m,0.04
81431,بكوبايه,0,5,bkwbAyh,-3.138
81432,9h9,5,0,9h9,0.446
81433,حساب _ يستحق _ المتابعه _ والدعم,9,0,HsAb_ystHq_AlmtAbEh_wAldEm,0.9570000000000001
81434,مقت,8,2,mqt,-0.247
81435,شغف,63,3,$gf,1.4269999999999998
81436,كامب,4,5,kAmb,-1.528
81437,جيش _ الامة,9,0,jy$_AlAmp,0.9570000000000001
81438,leamakhoul,10,0,leamakhoul,1.052
81439,الكريسمس,42,8,Alkrysms,0.218
81440,اصدقاء _ لاولاو,5,0,ASdqA'_lAwlAw,0.446
81441,عر,35,0,Er,2.238
81442,حسي,17,1,Hsy,0.851
81443,ساكت,50,38,sAkt,-1.078
81444,نسمة,75,6,nsmp,1.0390000000000001
81445,شيق,10,2,$yq,-0.047
81446,هالبشر,6,0,hAlb$r,0.6
81447,مدمر,14,9,mdmr,-0.94
81448,ناصح,49,8,nASH,0.369
81449,الجز,8,0,Aljz,0.851
81450,عياط,9,7,EyAT,-1.123
81451,راق _ لي,15,0,rAq_ly,1.4269999999999998
81452,فنن,8,1,fnn,0.158
81453,رجالي,71,5,rjAly,1.139
81454,علامة,172,48,ElAmp,-0.084
81455,معمم,6,5,mEmm,-1.192
81456,خلاصة,18,6,xlASp,-0.34700000000000003
81457,رسايل,19,0,rsAyl,1.65
81458,ابتسام _ تسكت,9,0,AbtsAm_tskt,0.9570000000000001
81459,جراح,5,16,jrAH,-2.387
81460,قاهر,10,10,qAhr,-1.3459999999999999
81461,تفائل _ بما _ تهوي _ يكن,5,0,tfA}l_bmA_thwy_ykn,0.446
81462,النكاده,5,0,AlnkAdh,0.446
81463,احترام,911,96,{HtrAm,0.895
81464,سكت,119,37,skt,-0.196
81465,غامق,6,0,gAmq,0.6
81466,aou,6,0,aou,0.6
81467,نهار,228,55,nhAr,0.062
81468,ماسوكي,1,92,mAswky,-5.185
81469,صديق _ الطفولة,7,0,Sdyq_AlTfwlp,0.733
81470,ذريع,6,4,*ryE,-1.0090000000000001
81471,صاروخ,100,19,SArwx,0.273
81472,مشروب,31,0,m$rwb,2.12
81473,طي,42,1,Ty,1.722
81474,صيام,42,8,SyAm,0.218
81475,عزل,10,9,Ezl,-1.251
81476,حاك,9,4,HAk,-0.653
81477,لفة,31,9,lfp,-0.183
81478,قدسي,316,6,qdsy,2.467
81479,حفتر,6,5,Hftr,-1.192
81480,ماذا _ تقول _ لعام _ 9,7,8,mA*A_tqwl_lEAm_9,-1.464
81481,اداء,4286,19,AdA',4.022
81482,مايكل _ كورس,11,0,mAykl_kwrs,1.139
81483,guys,6,0,guys,0.6
81484,( لن,6,0,(ln,0.6
81485,مثمر,12,2,mvmr,0.12
81486,هاتف 9 جوال,5,0,hAtf9jwAl,0.446
81487,american,5,56,american,-3.597
81488,وئام _ مصابه _ بمرض _ سرطان _ الدم,11,0,w}Am_mSAbh_bmrD_srTAn_Aldm,1.139
81489,رفع,430,167,rfE,-0.40399999999999997
81490,مناسبات _ الكويت,12,0,mnAsbAt_Alkwyt,1.219
81491,هجوم _ علي _ مركز _ جديدة _ عرعر,1,35,hjwm_Ely_mrkz_jdydp_ErEr,-4.236000000000001
81492,qaishisham,19,0,qaishisham,1.65
81493,بلع _ بلع,5,0,blE_blE,0.446
81494,: ا,10,0,:{,1.052
81495,مكة _ المكرمة,60,13,mkp_Almkrmp,0.126
81496,اشرق,29,0,A$rq,2.055
81497,دعم,1195,178,dEm,0.5529999999999999
81498,العمل _ الصالح,6,0,AlEml_AlSAlH,0.6
81499,حلبان,0,5,HlbAn,-3.138
81500,بعدهاا,7,0,bEdhAA,0.733
81501,سهرة,113,8,shrp,1.193
81502,[رابط],78461,13061,http://url,0.447
81503,تغيير,245,122,tgyyr,-0.653
81504,مصير,67,26,mSyr,-0.42200000000000004
81505,اوعد,41,8,AwEd,0.19399999999999998
81506,زرقاوي,5,2,zrqAwy,-0.653
81507,دعم _ كامل,5,0,dEm_kAml,0.446
81508,نجل,8,11,njl,-1.6340000000000001
81509,بيحط,5,2,byHT,-0.653
81510,استيقظ,104,7,{styqZ,1.229
81511,اثري,6,6,Avry,-1.3459999999999999
81512,ضاهي,23,0,DAhy,1.8319999999999999
81513,تقني,335,14,tqny,1.7630000000000001
81514,استجواب,3,7,{stjwAb,-2.039
81515,akjed9,0,13,akjed9,-3.985
